username,to,text,retweets,favorites,replies,id,permalink,author_id,date,formatted_date,hashtags,mentions,geo,urls,city,query,date_range
a1_racing,MidAmericanRace,#teamzero #noweaklinks,0,0,0,1243633545664499713,https://twitter.com/a1_racing/status/1243633545664499713,1083208806639824896,2020-03-27 20:18:37+00:00,Fri Mar 27 20:18:37 +0000 2020,#teamzero #noweaklinks,,,,springfield,,"('2020-03-13', '2020-03-28')"
ev_hypepics,,"Felt good to get out the house! Guess who.. the one and only @LarryAustinJr Last time I saw this man was at the BOS Center in 2012 for a Super-Sectional battle against East St. Louis It was great meeting you, and I look forward to the next session my guy!",2,28,1,1243633395479044096,https://twitter.com/ev_hypepics/status/1243633395479044096,920327770462408704,2020-03-27 20:18:01+00:00,Fri Mar 27 20:18:01 +0000 2020,,@LarryAustinJr,,,springfield,,"('2020-03-13', '2020-03-28')"
UISCampusRec,,Can't go to a National Park right now? Not a problem! Check out our website (http://uis.edu/campusrec) for interactive virtual national park tours! ,1,2,0,1243631847436943361,https://twitter.com/UISCampusRec/status/1243631847436943361,851374050,2020-03-27 20:11:52+00:00,Fri Mar 27 20:11:52 +0000 2020,,,,http://uis.edu/campusrec,springfield,,"('2020-03-13', '2020-03-28')"
ms_carole2,MackayBobbi,You are kidding me! No tp at all?,0,2,1,1243631689445847045,https://twitter.com/ms_carole2/status/1243631689445847045,1208112813610348550,2020-03-27 20:11:14+00:00,Fri Mar 27 20:11:14 +0000 2020,,,,,springfield,,"('2020-03-13', '2020-03-28')"
DavidEmuze,__coleman,Sub 4.1,0,0,0,1243626881347395589,https://twitter.com/DavidEmuze/status/1243626881347395589,749555059978043392,2020-03-27 19:52:08+00:00,Fri Mar 27 19:52:08 +0000 2020,,,,https://twitter.com/__coleman/status/1243606095714713600,springfield,,"('2020-03-13', '2020-03-28')"
Dandaahs,MariliaMReal,Não irei assistir ,0,1,0,1243624655484837888,https://twitter.com/Dandaahs/status/1243624655484837888,58060953,2020-03-27 19:43:17+00:00,Fri Mar 27 19:43:17 +0000 2020,,,,https://twitter.com/MariliaMReal/status/1243510402023067650,springfield,,"('2020-03-13', '2020-03-28')"
Ireseajones1,,Get into black lighting,0,0,0,1243623530916466692,https://twitter.com/Ireseajones1/status/1243623530916466692,965649146886594560,2020-03-27 19:38:49+00:00,Fri Mar 27 19:38:49 +0000 2020,,,,,springfield,,"('2020-03-13', '2020-03-28')"
Topps27,,Ruth Langmore gonna Ruth Langmore,0,1,0,1243619645170634760,https://twitter.com/Topps27/status/1243619645170634760,1687373522,2020-03-27 19:23:23+00:00,Fri Mar 27 19:23:23 +0000 2020,,,,,springfield,,"('2020-03-13', '2020-03-28')"
rsf31,ctowne73,I just cried a little,0,0,0,1243618777926971393,https://twitter.com/rsf31/status/1243618777926971393,33898535,2020-03-27 19:19:56+00:00,Fri Mar 27 19:19:56 +0000 2020,,,,,springfield,,"('2020-03-13', '2020-03-28')"
coachgraven22,CoachRyanBrown,Heeeeeyyyy! Down goes St. T!,0,0,0,1243615111505498112,https://twitter.com/coachgraven22/status/1243615111505498112,255776955,2020-03-27 19:05:22+00:00,Fri Mar 27 19:05:22 +0000 2020,,,,,springfield,,"('2020-03-13', '2020-03-28')"
MarkCortesi,SF_AdamE, ,0,0,0,1243614965535322113,https://twitter.com/MarkCortesi/status/1243614965535322113,529918566,2020-03-27 19:04:47+00:00,Fri Mar 27 19:04:47 +0000 2020,,,,https://twitter.com/SF_AdamE/status/1243613054945853443,springfield,,"('2020-03-13', '2020-03-28')"
wschmps06,stlsportscntrl,Must find brick wall!,0,0,0,1243613991336804352,https://twitter.com/wschmps06/status/1243613991336804352,49912397,2020-03-27 19:00:55+00:00,Fri Mar 27 19:00:55 +0000 2020,,,,https://twitter.com/stlsportscntrl/status/1243057297095565317,springfield,,"('2020-03-13', '2020-03-28')"
band_up_mike,,I’m in Walmart so fucking dirty ,0,0,0,1243613511223296001,https://twitter.com/band_up_mike/status/1243613511223296001,478074143,2020-03-27 18:59:00+00:00,Fri Mar 27 18:59:00 +0000 2020,,,,,springfield,,"('2020-03-13', '2020-03-28')"
MattRoy_TV,Arturo_Hurtado9,"Some of the best days of my life being on that team with you men. Miss y’all. Yes, even you, Coach. ",0,3,0,1243608824814149634,https://twitter.com/MattRoy_TV/status/1243608824814149634,229771903,2020-03-27 18:40:23+00:00,Fri Mar 27 18:40:23 +0000 2020,,,,,springfield,,"('2020-03-13', '2020-03-28')"
TheRobertLeach,KLD_STL,I respect the hustle.,0,0,0,1243606849825509376,https://twitter.com/TheRobertLeach/status/1243606849825509376,1153189729346736129,2020-03-27 18:32:32+00:00,Fri Mar 27 18:32:32 +0000 2020,,,,https://twitter.com/KLD_STL/status/1243314589556711434,springfield,,"('2020-03-13', '2020-03-28')"
VirginiaVarner1,BundyGP,They bash Him no matter what He does because it covers the fact that they did NOTHING! ,0,1,0,1243606606241320960,https://twitter.com/VirginiaVarner1/status/1243606606241320960,1086116980602687488,2020-03-27 18:31:34+00:00,Fri Mar 27 18:31:34 +0000 2020,,,,,springfield,,"('2020-03-13', '2020-03-28')"
